gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,age_group
2,2,0.68,20,2,3,13.99,0,4,5,0.03,1,1
2,0,13.34,49,0,0,8.99,1,0,1,0.27,0,4
2,1,1.89,4,5,1,17.99,0,0,4,0.38,2,1
2,1,2.79,9,0,0,17.99,0,4,5,0.28,4,2
1,2,1.0,47,1,2,13.99,1,0,4,0.02,6,2
1,1,17.43,36,3,0,17.99,1,1,3,0.47,3,4
2,0,8.37,27,2,4,8.99,0,3,5,0.3,1,0
0,2,12.3,16,2,4,13.99,0,4,3,0.72,1,2
1,2,3.31,29,1,3,13.99,1,2,1,0.11,2,4
1,2,25.23,20,5,2,13.99,0,2,5,1.2,3,4
1,2,17.87,36,0,4,13.99,0,4,4,0.48,0,2
0,2,3.01,4,0,4,13.99,0,0,2,0.6,1,1
1,2,18.53,30,4,3,13.99,0,0,3,0.6,3,2
1,0,1.35,46,4,2,8.99,1,3,5,0.03,1,1
1,1,18.97,55,3,4,17.99,1,0,2,0.34,5,4
1,2,13.38,14,3,3,13.99,0,4,5,0.89,4,4
0,1,0.44,17,3,2,17.99,1,1,4,0.02,5,4
2,1,3.39,45,4,4,17.99,1,2,3,0.07,3,2
2,0,20.67,38,3,3,8.99,1,1,1,0.53,1,4
1,2,2.91,13,0,4,13.99,1,1,2,0.21,5,4
0,2,0.63,9,2,4,13.99,1,2,3,0.06,0,4
2,0,11.89,37,5,4,8.99,1,0,2,0.31,5,4
1,1,0.81,13,1,2,17.99,0,0,5,0.06,5,2
1,0,7.32,52,2,1,8.99,1,4,3,0.14,5,2
2,2,14.26,20,3,1,13.99,0,4,1,0.68,6,0
0,1,1.7,54,4,3,17.99,1,1,3,0.03,5,2
1,2,29.3,53,1,1,13.99,0,4,3,0.54,3,1
2,2,15.58,43,3,2,13.99,0,0,4,0.35,1,0
0,2,1.72,19,1,3,13.99,1,0,1,0.09,4,2
2,1,14.46,44,3,4,17.99,1,2,1,0.32,0,4
1,0,5.91,25,4,1,8.99,1,4,1,0.23,0,4
2,0,6.53,6,2,1,8.99,0,4,4,0.93,2,1
0,2,4.26,49,2,3,13.99,1,2,4,0.09,2,0
2,0,23.08,25,5,3,8.99,0,2,3,0.89,1,1
0,1,0.2,32,3,1,17.99,1,1,1,0.01,4,1
2,0,6.27,52,2,1,8.99,1,3,5,0.12,6,4
2,1,1.67,18,0,2,17.99,1,4,3,0.09,5,1
0,2,0.93,26,3,1,13.99,1,2,3,0.03,0,3
1,1,4.25,40,1,2,17.99,1,0,2,0.1,1,2
0,1,11.15,49,5,0,17.99,1,1,5,0.22,5,2
2,1,21.92,54,1,3,17.99,0,4,3,0.4,2,4
1,1,3.81,39,1,3,17.99,1,1,1,0.1,2,4
1,2,0.02,10,2,3,13.99,0,4,5,0.0,6,0
2,1,16.64,40,2,0,17.99,1,3,3,0.41,3,3
1,1,3.24,53,5,0,17.99,1,4,1,0.06,3,0
1,1,11.97,57,1,4,17.99,1,2,2,0.21,3,0
0,0,2.53,25,3,0,8.99,1,2,1,0.1,2,4
0,2,8.43,16,2,3,13.99,0,4,3,0.5,2,0
1,1,3.19,24,1,0,17.99,1,1,2,0.13,6,1
1,1,9.82,55,3,2,17.99,0,2,5,0.18,3,0
0,0,1.52,48,0,4,8.99,1,2,5,0.03,5,0
1,1,24.49,46,4,3,17.99,0,3,4,0.52,0,2
0,2,3.35,5,2,1,13.99,0,3,4,0.56,0,1
1,1,1.2,32,2,0,17.99,1,0,4,0.04,3,2
1,1,4.68,5,2,4,17.99,0,2,4,0.78,4,0
1,2,17.26,58,3,2,13.99,1,1,4,0.29,1,2
0,2,11.88,41,1,0,13.99,0,0,4,0.28,4,0
2,1,4.58,33,2,2,17.99,1,3,4,0.13,1,2
2,1,3.98,43,1,1,17.99,1,4,2,0.09,4,2
1,0,8.68,50,4,2,8.99,1,4,3,0.17,6,1
0,1,10.55,25,0,1,17.99,0,3,5,0.41,3,2
0,2,0.55,40,1,3,13.99,1,4,3,0.01,4,0
0,0,4.69,46,2,1,8.99,1,1,2,0.1,6,0
2,2,26.82,41,4,2,13.99,0,0,5,0.64,5,0
0,0,3.07,49,5,1,8.99,1,0,3,0.06,5,1
1,0,0.31,37,1,2,8.99,1,1,2,0.01,0,0
1,1,5.17,18,3,1,17.99,0,3,3,0.27,3,1
1,0,1.82,60,3,2,8.99,1,2,1,0.03,5,4
1,0,34.5,42,3,2,8.99,0,3,5,0.8,2,0
1,2,15.05,37,0,0,13.99,1,1,2,0.4,5,0
2,0,10.82,53,5,3,8.99,1,3,5,0.2,6,1
1,2,4.84,32,5,2,13.99,1,2,3,0.15,0,4
1,0,9.31,51,0,4,8.99,1,4,2,0.18,5,0
0,2,2.27,27,4,0,13.99,1,0,3,0.08,2,2
2,1,18.73,41,1,1,17.99,1,1,4,0.45,5,1
1,1,16.78,15,4,1,17.99,0,4,2,1.05,2,4
2,0,24.82,46,3,3,8.99,0,1,2,0.53,5,0
0,1,11.6,33,0,3,17.99,1,3,4,0.34,4,2
0,0,12.66,8,0,3,8.99,0,4,5,1.41,1,3
1,0,4.03,20,5,1,8.99,1,3,5,0.19,3,3
0,2,5.81,49,2,1,13.99,1,4,2,0.12,6,3
2,2,3.5,32,2,4,13.99,1,1,1,0.11,6,0
0,1,0.83,45,2,3,17.99,1,2,4,0.02,2,0
1,2,5.46,55,5,4,13.99,1,4,2,0.1,6,2
2,1,19.48,16,5,0,17.99,0,1,5,1.15,5,4
2,0,8.81,17,0,2,8.99,0,2,4,0.49,5,0
0,1,4.2,3,5,0,17.99,0,1,5,1.05,0,1
0,2,4.06,26,5,0,13.99,1,1,5,0.15,1,0
2,0,7.97,11,1,3,8.99,0,1,1,0.66,0,2
1,1,8.02,53,3,4,17.99,1,3,4,0.15,1,0
2,2,2.79,1,5,3,13.99,0,0,1,1.4,0,2
0,2,11.33,47,3,2,13.99,1,0,3,0.24,1,4
1,1,20.29,37,3,3,17.99,0,2,5,0.53,4,1
0,0,9.13,10,1,1,8.99,0,2,4,0.83,2,4
2,2,13.23,18,1,1,13.99,0,2,5,0.7,1,2
1,1,13.56,14,1,0,17.99,0,2,1,0.9,2,0
1,2,30.53,31,3,0,13.99,0,3,5,0.95,0,0
2,1,14.15,14,5,2,17.99,0,4,1,0.94,0,1
2,0,24.02,23,1,1,8.99,0,4,5,1.0,2,0
1,2,7.35,41,1,3,13.99,1,0,1,0.17,2,4
1,2,4.14,30,1,1,13.99,1,0,2,0.13,3,2
1,0,6.54,28,4,1,8.99,0,2,5,0.23,0,0
1,2,6.23,19,5,0,13.99,0,4,5,0.31,2,2
1,1,6.26,51,5,0,17.99,1,3,3,0.12,4,2
1,1,7.79,46,2,3,17.99,1,1,5,0.17,2,2
0,0,1.0,32,0,4,8.99,1,0,2,0.03,5,3
0,2,9.29,52,1,2,13.99,1,4,2,0.18,4,3
1,0,3.31,57,2,2,8.99,1,3,2,0.06,3,2
0,2,19.28,19,3,4,13.99,0,0,4,0.96,6,4
0,1,7.68,15,5,4,17.99,0,1,4,0.48,3,1
1,0,6.54,20,3,4,8.99,1,2,1,0.31,3,4
0,0,7.92,18,5,3,8.99,1,1,1,0.42,6,0
2,1,4.36,52,4,0,17.99,1,1,2,0.08,1,2
1,0,11.88,56,0,4,8.99,1,2,5,0.21,6,4
0,1,0.06,53,3,0,17.99,1,4,3,0.0,4,4
0,2,18.49,13,2,3,13.99,0,4,1,1.32,3,2
2,0,6.87,11,2,1,8.99,0,2,3,0.57,3,0
1,0,0.75,26,3,1,8.99,1,3,2,0.03,3,4
2,0,8.87,10,4,1,8.99,0,0,2,0.81,3,4
2,2,7.54,18,5,0,13.99,0,0,4,0.4,0,0
0,1,6.95,54,2,0,17.99,0,2,5,0.13,0,1
2,0,18.87,28,4,2,8.99,0,1,4,0.65,0,0
2,1,0.12,10,4,1,17.99,1,1,4,0.01,4,2
1,0,3.88,17,5,2,8.99,1,2,1,0.22,0,0
1,1,9.22,44,2,0,17.99,1,0,3,0.2,3,4
2,2,1.86,13,1,1,13.99,0,4,4,0.13,2,3
2,2,5.16,17,4,2,13.99,0,0,4,0.29,1,4
2,0,1.5,34,5,3,8.99,1,1,2,0.04,2,2
1,1,5.73,58,2,0,17.99,1,4,1,0.1,0,1
1,0,6.81,18,2,3,8.99,0,3,4,0.36,1,2
2,1,6.78,4,5,2,17.99,0,4,3,1.36,3,4
2,2,1.92,31,4,3,13.99,1,4,1,0.06,0,4
2,2,8.6,37,2,2,13.99,0,0,4,0.23,0,0
0,2,4.06,44,2,4,13.99,1,4,1,0.09,3,4
0,2,30.49,39,3,3,13.99,0,4,1,0.76,6,4
0,0,6.73,46,5,0,8.99,1,0,2,0.14,3,4
1,0,0.9,22,5,4,8.99,1,2,4,0.04,5,2
0,0,7.61,23,5,4,8.99,1,3,3,0.32,1,2
1,0,7.52,48,1,0,8.99,1,2,3,0.15,5,0
1,1,6.94,45,5,2,17.99,1,0,1,0.15,1,3
1,1,0.62,22,0,4,17.99,1,4,2,0.03,2,0
2,0,5.65,57,0,4,8.99,1,2,5,0.1,1,0
2,1,1.37,60,5,4,17.99,1,4,4,0.02,0,2
0,2,17.67,13,2,4,13.99,0,2,3,1.26,5,0
2,0,9.57,25,5,3,8.99,0,2,5,0.37,4,2
1,1,2.14,52,4,3,17.99,1,4,2,0.04,4,4
0,0,8.23,23,4,0,8.99,1,4,1,0.34,0,4
1,0,24.96,35,2,3,8.99,0,1,2,0.69,2,0
0,2,2.53,54,2,0,13.99,1,3,5,0.05,6,2
1,2,5.08,40,0,1,13.99,0,4,4,0.12,2,0
2,2,7.36,45,0,1,13.99,1,4,2,0.16,4,2
0,0,8.01,26,2,4,8.99,1,4,1,0.3,3,4
1,2,1.86,40,5,1,13.99,1,1,5,0.05,3,2
1,1,7.94,52,5,4,17.99,1,1,1,0.15,4,1
0,0,1.84,15,5,0,8.99,1,2,3,0.12,0,2
2,0,1.04,59,5,4,8.99,1,0,4,0.02,1,4
2,2,0.02,38,2,0,13.99,1,1,3,0.0,5,0
0,1,6.27,42,5,3,17.99,1,1,1,0.15,0,2
1,1,16.03,13,1,3,17.99,0,0,1,1.15,2,0
0,2,2.14,44,4,1,13.99,1,1,4,0.05,6,4
1,0,13.33,34,1,1,8.99,1,0,2,0.38,6,0
1,1,11.07,12,2,4,17.99,0,4,3,0.85,4,4
2,0,8.15,24,0,1,8.99,0,4,4,0.33,4,0
0,1,1.35,59,1,1,17.99,1,4,1,0.02,4,0
2,2,7.16,33,1,1,13.99,1,2,1,0.21,3,2
0,0,12.25,8,0,0,8.99,0,1,3,1.36,4,1
2,1,8.98,13,0,0,17.99,0,3,5,0.64,5,0
2,2,21.77,26,5,3,13.99,0,0,5,0.81,5,4
1,2,4.97,10,0,1,13.99,1,4,1,0.45,4,4
1,1,2.23,29,4,1,17.99,1,3,1,0.07,2,0
0,0,12.86,32,0,1,8.99,1,4,5,0.39,0,2
1,2,9.19,45,3,1,13.99,1,4,2,0.2,3,0
1,2,9.59,25,3,3,13.99,0,4,2,0.37,0,4
0,1,5.82,49,4,1,17.99,1,3,2,0.12,2,4
1,1,5.94,16,2,3,17.99,0,0,4,0.35,2,2
2,1,25.4,46,4,1,17.99,0,2,5,0.54,2,0
1,2,2.26,3,5,3,13.99,0,3,4,0.56,2,4
2,0,21.42,51,5,0,8.99,1,3,4,0.41,5,2
0,2,0.81,54,3,2,13.99,1,0,1,0.01,0,0
0,1,7.79,55,1,0,17.99,1,2,2,0.14,2,0
0,0,0.34,16,2,2,8.99,1,3,4,0.02,4,1
1,0,4.11,3,4,2,8.99,1,1,3,1.03,0,0
2,1,13.82,38,3,0,17.99,1,1,2,0.35,6,2
1,0,2.12,52,3,1,8.99,1,1,5,0.04,2,0
2,0,28.96,22,2,1,8.99,0,4,5,1.26,6,0
1,2,13.51,26,1,4,13.99,0,4,4,0.5,4,2
2,1,3.87,23,3,1,17.99,0,2,5,0.16,3,0
2,1,15.41,44,3,0,17.99,1,4,2,0.34,6,4
0,2,3.07,51,2,4,13.99,1,1,2,0.06,2,0
1,0,0.09,18,0,2,8.99,1,4,3,0.0,1,2
0,1,3.91,11,4,0,17.99,1,2,2,0.33,1,4
1,2,1.71,47,1,4,13.99,1,1,2,0.04,5,1
0,1,0.56,50,2,3,17.99,1,2,3,0.01,2,0
1,2,7.12,33,5,1,13.99,1,1,2,0.21,2,4
0,1,1.42,59,5,1,17.99,1,0,5,0.02,2,2
0,0,18.53,27,0,2,8.99,0,4,4,0.66,1,4
0,2,6.03,6,2,0,13.99,0,1,1,0.86,4,4
0,2,16.83,11,5,4,13.99,0,0,2,1.4,2,0
2,2,11.0,21,4,3,13.99,0,2,2,0.5,3,2
2,0,4.92,44,4,4,8.99,1,1,5,0.11,1,2
1,0,23.85,37,5,4,8.99,0,0,1,0.63,3,0
1,1,12.02,58,2,4,17.99,1,2,3,0.2,2,2
1,1,17.14,28,4,0,17.99,0,3,5,0.59,6,2
2,1,2.14,12,5,3,17.99,1,1,1,0.16,0,0
0,1,14.78,11,4,3,17.99,0,2,2,1.23,2,4
0,0,13.15,54,3,3,8.99,1,3,5,0.24,0,4
0,1,17.2,33,1,0,17.99,0,4,5,0.51,6,4
2,0,4.51,39,5,0,8.99,1,1,4,0.11,0,4
2,0,13.86,55,4,2,8.99,1,4,2,0.25,5,0
2,2,6.56,8,1,3,13.99,0,4,4,0.73,5,4
1,0,32.1,58,2,2,8.99,0,3,4,0.54,1,4
2,2,1.33,22,0,1,13.99,1,3,3,0.06,4,1
1,2,5.35,46,0,3,13.99,1,1,1,0.11,6,1
0,2,21.15,51,3,4,13.99,0,4,5,0.41,6,1
1,2,1.87,37,2,0,13.99,1,1,2,0.05,6,0
2,2,2.38,10,1,1,13.99,0,2,5,0.22,0,2
1,2,0.36,50,2,0,13.99,1,0,2,0.01,2,1
0,2,7.4,34,5,3,13.99,1,1,3,0.21,6,2
2,2,0.68,35,3,0,13.99,1,2,1,0.02,1,3
2,1,4.3,21,3,1,17.99,1,3,1,0.2,5,4
0,1,9.54,16,4,4,17.99,0,3,4,0.56,5,4
1,0,4.09,55,5,0,8.99,1,0,1,0.07,5,2
1,1,8.24,57,0,3,17.99,1,3,5,0.14,2,3
0,1,14.29,30,5,1,17.99,0,1,5,0.46,0,2
0,1,12.18,50,2,1,17.99,1,3,3,0.24,5,0
2,2,1.12,34,0,1,13.99,1,3,1,0.03,2,2
1,1,2.11,25,2,3,17.99,0,4,4,0.08,3,0
2,0,14.55,18,3,3,8.99,0,4,3,0.77,1,4
1,0,5.33,36,1,3,8.99,1,3,4,0.14,4,4
2,2,7.06,16,1,3,13.99,0,2,5,0.42,1,4
2,2,20.02,53,0,1,13.99,0,0,4,0.37,0,4
0,2,3.24,23,5,1,13.99,1,3,5,0.14,3,0
2,0,25.81,41,0,3,8.99,0,0,1,0.61,6,2
2,1,11.73,9,0,2,17.99,0,0,2,1.17,2,3
2,0,0.18,7,2,4,8.99,1,3,3,0.02,3,4
1,1,6.01,58,3,4,17.99,1,2,1,0.1,5,4
2,2,1.56,21,5,0,13.99,0,0,5,0.07,1,0
0,2,24.66,27,3,0,13.99,0,1,2,0.88,4,3
1,0,11.72,23,2,3,8.99,0,1,4,0.49,3,0
2,2,8.94,50,0,0,13.99,1,1,3,0.18,6,4
0,0,10.94,18,1,1,8.99,0,1,3,0.58,6,2
2,1,24.63,19,0,4,17.99,0,1,1,1.23,3,2
1,1,11.96,22,3,3,17.99,0,2,4,0.52,3,0
0,2,8.4,29,3,4,13.99,0,2,1,0.28,5,4
2,0,2.82,19,0,1,8.99,1,2,4,0.14,6,4
2,0,1.61,41,0,1,8.99,1,0,2,0.04,3,0
1,1,14.69,12,1,0,17.99,0,4,1,1.13,5,4
0,0,20.74,51,4,2,8.99,0,2,5,0.4,4,4
2,0,1.62,8,4,4,8.99,1,0,1,0.18,6,2
0,0,12.73,49,0,2,8.99,1,0,3,0.25,0,0
0,1,22.0,15,2,1,17.99,0,2,5,1.38,6,3
1,1,18.66,57,0,0,17.99,1,0,1,0.32,3,1
2,1,11.92,52,4,3,17.99,1,1,3,0.22,4,4
2,1,7.17,48,4,0,17.99,1,0,3,0.15,1,2
0,0,5.12,25,4,3,8.99,0,1,5,0.2,4,0
1,2,31.65,29,2,2,13.99,0,2,4,1.05,4,4
0,0,5.55,20,5,3,8.99,1,3,2,0.26,1,4
0,2,6.42,26,1,4,13.99,0,4,1,0.24,4,4
2,1,16.38,27,5,2,17.99,0,4,3,0.58,2,2
0,2,13.62,47,1,1,13.99,1,1,4,0.28,5,2
2,0,4.14,38,3,2,8.99,1,4,1,0.11,1,2
0,1,32.96,50,4,4,17.99,0,2,5,0.65,5,0
1,2,8.17,12,0,4,13.99,0,0,3,0.63,5,2
0,1,7.59,46,1,3,17.99,1,4,2,0.16,5,0
1,2,6.8,44,0,0,13.99,1,1,3,0.15,5,0
2,0,1.9,7,2,0,8.99,1,0,5,0.24,2,1
0,0,1.69,7,3,2,8.99,1,1,5,0.21,5,0
1,0,3.09,35,5,4,8.99,1,3,2,0.09,5,2
2,2,0.24,24,0,2,13.99,1,3,5,0.01,3,3
0,2,17.9,52,4,0,13.99,1,1,4,0.34,2,2
1,1,4.81,27,3,3,17.99,1,2,3,0.17,2,2
1,2,7.28,11,3,1,13.99,0,4,2,0.61,5,2
2,1,7.65,50,3,2,17.99,0,0,4,0.15,3,1
0,0,8.85,48,4,2,8.99,1,1,5,0.18,5,4
0,2,9.75,21,0,4,13.99,0,2,1,0.44,4,2
0,2,2.23,22,2,0,13.99,1,0,2,0.1,5,2
2,0,4.08,37,0,0,8.99,1,4,4,0.11,5,2
0,2,2.21,56,2,4,13.99,1,3,5,0.04,2,1
2,2,7.14,23,4,3,13.99,0,1,5,0.3,6,0
1,1,2.83,12,0,1,17.99,0,0,5,0.22,1,2
0,2,4.38,43,2,3,13.99,1,2,3,0.1,5,0
1,2,9.13,12,0,2,13.99,0,2,3,0.7,2,0
2,1,13.34,39,0,4,17.99,1,1,4,0.33,4,4
2,0,26.98,57,3,3,8.99,1,1,4,0.47,4,1
1,2,0.93,2,4,4,13.99,0,0,5,0.31,4,2
2,2,4.18,10,5,1,13.99,1,1,5,0.38,4,4
2,0,5.36,59,4,3,8.99,1,1,1,0.09,1,2
0,0,3.77,12,5,1,8.99,1,0,2,0.29,2,4
2,1,2.06,24,2,2,17.99,1,3,1,0.08,4,4
0,1,4.16,13,3,4,17.99,1,2,2,0.3,6,0
2,0,13.21,36,1,4,8.99,1,1,4,0.36,1,0
0,0,6.86,59,0,0,8.99,1,3,4,0.11,0,4
0,0,1.51,29,3,0,8.99,1,0,2,0.05,2,0
0,1,0.01,7,5,3,17.99,1,1,1,0.0,6,4
1,2,14.02,33,4,2,13.99,1,2,1,0.41,3,4
0,2,0.55,51,1,4,13.99,1,1,2,0.01,2,0
1,2,3.58,15,4,4,13.99,0,0,5,0.22,4,2
1,0,2.28,17,1,3,8.99,1,4,2,0.13,4,2
0,0,9.58,44,5,4,8.99,1,0,5,0.21,2,4
2,0,6.3,34,0,4,8.99,1,2,4,0.18,2,4
0,0,1.59,29,5,3,8.99,1,4,3,0.05,0,2
2,0,1.38,52,5,4,8.99,1,3,5,0.03,2,2
1,2,18.07,20,0,0,13.99,0,4,2,0.86,5,2
0,1,6.41,54,2,2,17.99,1,3,1,0.12,5,2
2,0,14.08,20,0,0,8.99,0,3,3,0.67,1,0
2,2,18.23,36,4,0,13.99,1,3,5,0.49,0,0
2,0,3.95,38,0,4,8.99,1,3,1,0.1,2,0
0,0,11.06,16,3,0,8.99,0,0,4,0.65,6,1
1,0,6.66,55,4,0,8.99,1,3,4,0.12,5,1
1,0,9.54,40,3,1,8.99,1,1,2,0.23,1,1
0,0,10.43,25,4,4,8.99,0,3,4,0.4,4,4
2,1,5.79,34,0,2,17.99,1,3,5,0.17,2,2
0,0,5.71,40,0,4,8.99,1,1,1,0.14,5,0
2,2,6.31,18,3,3,13.99,0,1,1,0.33,6,3
1,1,6.08,33,0,1,17.99,0,2,5,0.18,2,4
2,2,6.59,19,0,0,13.99,0,1,3,0.33,2,4
2,2,7.43,25,3,2,13.99,0,1,5,0.29,1,2
0,0,21.34,19,5,3,8.99,0,3,2,1.07,5,4
1,2,17.3,30,3,0,13.99,0,3,4,0.56,0,1
2,1,14.26,23,5,1,17.99,0,4,5,0.59,4,4
1,1,9.95,43,5,4,17.99,0,2,4,0.23,6,4
0,0,5.62,19,1,1,8.99,1,1,3,0.28,5,0
1,1,9.07,47,0,0,17.99,0,4,5,0.19,1,1
2,0,10.37,58,5,4,8.99,1,0,1,0.18,4,0
0,1,19.72,40,5,3,17.99,1,3,3,0.48,4,4
2,1,22.35,36,1,3,17.99,0,3,5,0.6,5,0
1,2,11.26,50,4,4,13.99,1,0,2,0.22,2,4
2,2,1.55,15,1,0,13.99,1,2,3,0.1,6,4
1,0,26.45,41,0,1,8.99,0,2,1,0.63,5,2
1,0,13.0,46,4,4,8.99,1,0,4,0.28,3,4
1,2,0.74,0,5,1,13.99,0,0,4,0.74,0,4
1,2,26.05,21,2,3,13.99,0,4,4,1.18,3,1
2,1,4.46,50,3,0,17.99,1,1,3,0.09,4,4
1,2,4.26,22,5,1,13.99,1,0,3,0.19,6,4
0,2,23.07,56,3,3,13.99,0,0,2,0.4,5,2
1,1,3.67,2,3,0,17.99,0,3,1,1.22,2,4
1,2,1.17,34,1,1,13.99,1,4,4,0.03,1,4
1,2,13.5,49,1,4,13.99,1,0,2,0.27,3,0
1,2,4.65,15,0,1,13.99,1,0,3,0.29,4,0
1,1,11.88,25,2,1,17.99,0,3,3,0.46,3,4
0,0,3.25,44,1,1,8.99,1,0,1,0.07,3,2
0,0,4.81,46,3,1,8.99,1,2,3,0.1,0,1
1,1,7.54,10,2,2,17.99,0,2,3,0.69,0,4
2,0,13.88,27,5,3,8.99,0,4,3,0.5,4,0
0,2,3.68,35,3,1,13.99,1,1,5,0.1,4,2
1,1,9.21,34,3,4,17.99,0,4,5,0.26,6,4
0,1,25.53,51,4,1,17.99,0,4,3,0.49,0,2
1,0,0.6,47,0,0,8.99,1,4,5,0.01,1,0
2,1,2.43,58,0,3,17.99,1,0,2,0.04,0,4
0,1,8.24,29,4,2,17.99,0,3,5,0.27,0,2
0,2,2.52,23,2,0,13.99,1,2,1,0.1,2,0
2,1,10.13,13,4,1,17.99,0,4,3,0.72,5,2
2,2,6.84,40,5,4,13.99,1,1,2,0.17,2,0
1,1,1.81,23,3,2,17.99,1,2,3,0.08,2,2
2,2,11.43,49,2,3,13.99,1,2,1,0.23,4,2
2,0,33.23,58,4,3,8.99,0,2,5,0.56,5,4
0,1,4.59,31,4,0,17.99,1,3,2,0.14,6,4
0,2,10.29,49,5,0,13.99,1,1,1,0.21,3,0
1,2,2.96,25,0,1,13.99,1,0,1,0.11,1,4
2,1,30.01,56,3,2,17.99,0,3,5,0.53,5,0
1,2,26.63,31,1,3,13.99,0,1,2,0.83,4,2
1,0,3.66,11,1,3,8.99,1,0,4,0.3,6,2
2,0,0.67,24,2,0,8.99,1,4,3,0.03,4,2
1,2,14.57,16,4,2,13.99,0,3,1,0.86,4,2
1,0,3.72,56,1,1,8.99,1,2,3,0.07,4,4
2,0,21.41,22,2,3,8.99,0,4,3,0.93,6,2
2,0,1.89,22,0,0,8.99,1,4,2,0.08,0,1
2,0,5.95,37,5,4,8.99,1,1,2,0.16,1,4
1,2,5.83,59,2,2,13.99,0,4,5,0.1,0,2
2,0,2.19,5,4,1,8.99,1,3,5,0.36,0,4
2,0,8.72,28,0,1,8.99,1,2,1,0.3,4,2
0,0,12.12,38,3,3,8.99,1,3,5,0.31,5,2
0,2,25.68,33,1,1,13.99,0,2,5,0.76,1,0
2,0,10.6,53,3,1,8.99,1,4,3,0.2,1,0
0,0,4.04,52,1,2,8.99,1,1,3,0.08,3,1
0,0,18.84,49,5,2,8.99,1,3,1,0.38,1,2
1,0,1.5,41,2,4,8.99,1,1,1,0.04,5,4
2,2,1.46,59,3,4,13.99,1,4,1,0.02,2,0
1,0,2.02,23,3,3,8.99,1,0,5,0.08,2,2
1,1,0.84,43,0,2,17.99,1,1,4,0.02,4,0
0,0,0.8,18,3,0,8.99,1,4,3,0.04,5,2
2,1,0.52,26,3,2,17.99,1,4,2,0.02,2,0
1,1,3.2,53,0,0,17.99,1,1,1,0.06,6,2
1,0,3.02,2,0,4,8.99,0,2,5,1.01,0,3
2,1,3.38,6,2,2,17.99,0,0,5,0.48,4,0
2,0,6.47,46,0,4,8.99,1,1,1,0.14,4,2
2,2,1.14,55,1,1,13.99,1,1,1,0.02,3,2
0,2,6.61,18,4,0,13.99,0,1,1,0.35,2,3
1,1,0.98,30,3,2,17.99,1,1,1,0.03,4,4
1,2,0.45,2,4,3,13.99,1,2,1,0.15,1,4
1,2,1.65,58,2,2,13.99,1,1,5,0.03,4,4
0,1,8.27,50,5,3,17.99,0,0,5,0.16,5,0
0,2,8.89,21,4,4,13.99,0,3,1,0.4,2,0
0,2,6.25,54,3,3,13.99,0,4,4,0.11,2,4
1,0,15.79,12,5,0,8.99,0,3,2,1.21,0,4
1,0,5.08,60,5,4,8.99,1,0,4,0.08,5,2
2,1,21.99,19,1,1,17.99,0,3,2,1.1,3,2
2,1,8.09,54,1,0,17.99,1,4,2,0.15,5,1
0,2,0.28,51,1,1,13.99,1,3,1,0.01,3,1
0,0,0.67,22,0,2,8.99,1,1,2,0.03,3,4
0,1,4.94,39,5,2,17.99,1,1,5,0.12,4,3
1,1,6.21,15,1,2,17.99,0,2,3,0.39,4,2
0,1,3.9,9,3,1,17.99,0,0,5,0.39,5,3
2,1,5.98,48,3,4,17.99,1,1,5,0.12,2,2
0,2,6.68,11,3,2,13.99,0,4,4,0.56,0,2
2,2,6.41,15,4,3,13.99,0,4,1,0.4,6,2
2,0,6.48,51,1,0,8.99,1,0,4,0.12,3,0
0,1,1.46,35,4,4,17.99,1,4,3,0.04,0,2
0,2,2.59,36,3,0,13.99,1,2,2,0.07,1,0
1,2,13.25,47,1,1,13.99,0,0,4,0.28,3,4
1,2,23.35,40,3,2,13.99,0,0,5,0.57,4,2
1,2,1.24,4,3,0,13.99,0,4,2,0.25,3,2
0,0,9.91,18,3,0,8.99,0,3,5,0.52,1,1
1,0,5.69,36,2,3,8.99,1,4,3,0.15,4,2
1,2,9.54,60,2,3,13.99,0,4,5,0.16,6,1
1,1,7.82,57,5,3,17.99,0,2,5,0.13,5,2
0,0,7.31,49,3,1,8.99,1,3,2,0.15,5,2
0,2,14.34,11,1,0,13.99,0,0,5,1.2,1,4
2,1,22.63,33,0,1,17.99,0,3,2,0.67,2,1
2,2,17.63,28,5,1,13.99,0,0,1,0.61,2,4
2,1,2.51,25,0,4,17.99,1,0,3,0.1,5,1
2,2,8.08,12,2,2,13.99,0,4,4,0.62,5,2
0,0,31.43,26,3,4,8.99,0,1,1,1.16,0,0
1,0,8.91,28,0,3,8.99,1,1,2,0.31,1,3
2,1,12.88,54,4,0,17.99,1,3,4,0.23,2,4
2,0,24.5,46,0,3,8.99,0,0,3,0.52,6,4
2,1,3.66,40,4,3,17.99,1,3,1,0.09,2,2
1,1,7.86,40,4,0,17.99,1,1,3,0.19,4,0
0,0,8.14,54,2,2,8.99,1,3,5,0.15,5,0
2,2,6.66,34,5,0,13.99,0,2,5,0.19,4,0
2,2,7.92,19,4,2,13.99,0,3,2,0.4,4,2
1,1,7.22,38,2,0,17.99,1,0,2,0.19,3,0
2,2,1.1,26,2,0,13.99,0,0,5,0.04,6,2
0,0,2.09,3,4,1,8.99,1,1,3,0.52,2,0
0,0,22.06,47,0,0,8.99,1,1,1,0.46,6,0
